chub
n;m;a;i;s;opt;it;time;optcore;itcore;timecore;best
int;int;float;int;int;int;int;float;int;int;float;int
100;10;0.25;7;2;20999;231;1.503931;21671;6;0.328750;21875
100;10;0.25;7;3;21182;182;1.284936;21671;12;0.329493;21875
100;10;0.25;7;4;21446;195;1.078837;21671;4;0.324432;21875
100;10;0.25;7;5;20740;142;1.064969;21671;13;0.352351;21875
100;10;0.25;7;6;21023;184;0.925361;21671;22;0.356895;21875
100;10;0.25;7;7;21303;264;1.202514;21671;13;0.362103;21875
100;10;0.25;7;8;20801;118;1.263679;21671;2;0.345257;21875
100;10;0.25;7;9;20889;125;1.078895;21671;29;0.345363;21875
100;10;0.25;7;10;20963;160;1.218402;21671;76;0.375872;21875
100;10;0.50;5;1;40185;263;1.391505;41737;8;0.228153;41884
100;10;0.50;5;2;40381;287;1.338985;41737;11;0.226003;41884
100;10;0.50;5;3;40362;288;1.540427;41737;7;0.231549;41884
100;10;0.50;5;4;40793;256;1.483720;41737;4;0.213665;41884
100;10;0.50;5;5;40174;264;1.376178;41737;7;0.212581;41884
100;10;0.50;5;6;40624;283;1.342996;41737;0;0.235454;41884
100;10;0.50;5;7;40306;298;1.512393;41737;6;0.224689;41884
100;10;0.50;5;8;40392;243;1.497303;41737;5;0.203475;41884
100;10;0.50;5;9;41075;287;1.393275;41737;7;0.199635;41884
100;10;0.50;5;10;39950;204;1.286059;41737;13;0.184825;41884
100;10;0.50;6;1;41571;206;1.294821;42995;6;0.214462;42995
100;10;0.50;6;2;41601;248;1.517024;42995;26;0.261285;42995
100;10;0.50;6;3;41878;260;1.299459;42995;21;0.246273;42995
100;10;0.50;6;4;41829;241;1.606037;42995;42;0.267812;42995
100;10;0.50;6;5;41980;264;1.037452;42995;14;0.236886;42995
100;10;0.50;6;6;41948;274;1.645110;42995;22;0.242814;42995
100;10;0.50;6;7;41505;229;1.328538;42995;33;0.244820;42995
100;10;0.50;6;8;42036;223;1.260630;42995;23;0.230133;42995
100;10;0.50;6;9;41203;215;1.211776;42995;48;0.267203;42995
100;10;0.50;6;10;41328;163;1.024269;42995;0;0.233520;42995
100;10;0.50;7;1;42425;266;1.377097;43435;6;0.296605;43574
100;10;0.50;7;2;42124;219;1.277170;43435;4;0.269100;43574
100;10;0.50;7;3;42326;223;1.412696;43435;6;0.231706;43574
100;10;0.50;7;4;41880;296;1.478809;43435;2;0.216293;43574
100;10;0.50;7;5;42100;118;1.140408;43435;9;0.331107;43574
100;10;0.50;7;6;42296;289;1.604418;43403;6;0.257090;43574
100;10;0.50;7;7;42274;203;1.344389;43435;15;0.308810;43574
100;10;0.50;7;8;42151;179;1.484592;43435;12;0.234349;43574
100;10;0.50;7;9;42378;260;1.334246;43435;18;0.243350;43574
100;10;0.50;7;10;42128;258;1.262919;43435;18;0.240007;43574
100;10;0.75;5;1;60205;294;1.770988;60793;18;0.234926;60803
100;10;0.75;5;2;59886;284;1.763223;60797;0;0.237988;60803
100;10;0.75;5;3;59944;277;1.582166;60797;8;0.244090;60803
100;10;0.75;5;4;60382;222;1.583739;60797;14;0.259372;60803
100;10;0.75;5;5;59925;249;1.611073;60797;18;0.253560;60803
100;10;0.75;5;6;60062;277;1.325904;60797;11;0.225134;60803
100;10;0.75;5;7;60252;276;1.579239;60793;3;0.217932;60803
100;10;0.75;5;8;59952;268;1.701578;60797;1;0.149505;60803
100;10;0.75;5;9;60303;213;1.318928;60797;0;0.229956;60803
100;10;0.75;5;10;59740;287;1.777167;60797;6;0.213799;60803
100;10;0.75;6;1;60600;299;1.463708;61336;41;0.373066;61437
100;10;0.75;6;2;60502;288;1.724926;61329;10;0.249976;61437
100;10;0.75;6;3;60677;285;1.606629;61336;0;0.339944;61437
100;10;0.75;6;4;60636;282;1.566254;61336;9;0.370391;61437
100;10;0.75;6;5;60629;217;1.293403;61336;65;0.343855;61437
100;10;0.75;6;6;60364;278;1.547733;61336;0;0.269298;61437
100;10;0.75;6;7;60590;281;1.784352;61329;8;0.250444;61437
100;10;0.75;6;8;60478;267;1.659493;61336;32;0.309826;61437
100;10;0.75;6;9;60501;291;1.484905;61336;0;0.302007;61437
100;10;0.75;6;10;60696;293;1.653693;61336;19;0.353704;61437
100;10;0.75;7;1;55835;276;1.609976;56351;42;0.281963;56377
100;10;0.75;7;2;55247;161;1.667107;56351;8;0.240138;56377
100;10;0.75;7;3;55695;257;1.359985;56351;102;0.290558;56377
100;10;0.75;7;4;55597;261;1.583201;56351;5;0.225202;56377
100;10;0.75;7;5;55485;278;1.429003;56351;15;0.281520;56377
100;10;0.75;7;6;55455;288;1.423376;56351;85;0.320597;56377
100;10;0.75;7;7;55821;210;1.743302;56351;3;0.215072;56377
100;10;0.75;7;8;55249;261;1.335170;56351;0;0.225460;56377
100;10;0.75;7;9;55502;273;1.217475;56351;10;0.226241;56377
100;10;0.75;7;10;55867;296;1.293687;56351;29;0.253332;56377
100;30;0.25;5;1;20954;257;1.990364;21700;125;1.028831;21844
100;30;0.25;5;2;20878;292;1.673004;21336;221;1.004087;21844
100;30;0.25;5;3;20842;170;1.938240;21354;146;1.186787;21844
100;30;0.25;5;4;20664;281;2.051096;21366;270;1.070809;21844
100;30;0.25;5;5;20852;231;1.976981;21366;250;1.050868;21844
100;30;0.25;5;6;20857;233;1.899408;21455;296;1.022752;21844
100;30;0.25;5;7;20712;162;1.523000;21413;280;1.173748;21844
100;30;0.25;5;8;21054;150;1.551266;21301;260;1.203173;21844
100;30;0.25;5;9;20797;197;1.544578;21272;65;1.260488;21844
100;30;0.25;5;10;21115;192;1.790489;21297;223;0.986511;21844
100;30;0.25;6;1;21062;125;1.418069;21697;139;1.239839;22176
100;30;0.25;6;2;21139;152;1.567166;21721;292;1.438748;22176
100;30;0.25;6;3;20967;214;1.850704;21673;262;1.509548;22176
100;30;0.25;6;4;20984;216;1.839344;21774;281;1.437870;22176
100;30;0.25;6;5;21087;195;1.873157;21786;119;1.489916;22176
100;30;0.25;6;6;20941;286;1.618573;21814;266;1.487983;22176
100;30;0.25;6;7;21055;170;1.632999;21824;259;1.365050;22176
100;30;0.25;6;8;21143;237;1.967199;21647;290;1.284656;22176
100;30;0.25;6;9;21045;247;1.747519;22040;103;1.498429;22176
100;30;0.25;6;10;21004;169;1.726975;21872;132;1.294058;22176
100;30;0.25;7;1;21082;141;1.620370;21300;269;1.210489;21799
100;30;0.25;7;2;21046;234;1.756950;21251;120;1.436402;21799
100;30;0.25;7;3;20786;193;1.885319;21326;274;1.286610;21799
100;30;0.25;7;4;20993;297;1.852777;21386;250;1.191053;21799
100;30;0.25;7;5;20723;244;1.600170;21371;131;1.332958;21799
100;30;0.25;7;6;20788;236;1.681569;21289;90;1.323630;21799
100;30;0.25;7;7;21212;216;2.081813;21306;59;1.287381;21799
100;30;0.25;7;8;20853;119;1.924705;21327;243;1.259595;21799
100;30;0.25;7;9;21416;147;1.472848;21266;21;1.259837;21799
100;30;0.25;7;10;21417;148;1.775941;21391;288;1.287523;21799
100;30;0.50;5;1;39136;263;2.318391;40720;223;0.755368;40889
100;30;0.50;5;2;39126;240;1.626854;40626;143;0.627768;40889
100;30;0.50;5;3;39291;282;2.193639;40720;205;0.720275;40889
100;30;0.50;5;4;39826;251;2.229368;40681;77;0.666366;40889
100;30;0.50;5;5;38964;276;2.261549;40598;86;0.659074;40889
100;30;0.50;5;6;39656;289;2.109716;40681;89;0.438974;40889
100;30;0.50;5;7;39565;298;2.077559;40608;168;0.787722;40889
100;30;0.50;5;8;39251;294;1.931329;40720;203;0.882374;40889
100;30;0.50;5;9;39432;288;2.164877;40704;158;0.688263;40889
100;30;0.50;5;10;38913;289;2.321569;40631;140;0.697286;40889
100;30;0.50;6;1;39453;284;2.102681;40590;198;0.895206;41058
100;30;0.50;6;2;39615;280;1.349914;40875;288;0.965630;41058
100;30;0.50;6;3;39614;289;2.102537;40641;182;1.343013;41058
100;30;0.50;6;4;39862;275;1.970705;40509;20;1.320353;41058
100;30;0.50;6;5;39506;297;1.816946;40734;111;1.275907;41058
100;30;0.50;6;6;39783;244;1.696675;40640;288;1.083795;41058
100;30;0.50;6;7;39673;298;1.876941;40629;208;1.186734;41058
100;30;0.50;6;8;39147;290;1.811685;40762;284;1.077879;41058
100;30;0.50;6;9;39479;299;2.070505;40428;92;1.364308;41058
100;30;0.50;6;10;39566;281;2.021370;40629;218;1.173419;41058
100;30;0.50;7;1;39436;266;2.183316;40872;132;0.750562;41062
100;30;0.50;7;2;38978;238;2.110096;40872;167;0.838618;41062
100;30;0.50;7;3;39245;290;2.011217;40822;156;0.738412;41062
100;30;0.50;7;4;39164;297;1.648245;40775;167;0.788868;41062
100;30;0.50;7;5;39773;299;1.663915;40872;183;0.792328;41062
100;30;0.50;7;6;39554;295;2.123976;40820;188;0.726649;41062
100;30;0.50;7;7;39273;290;2.239277;40790;83;0.514218;41062
100;30;0.50;7;8;39222;288;1.984618;40707;87;0.562769;41062
100;30;0.50;7;9;39563;269;1.856927;40729;182;0.593787;41062
100;30;0.50;7;10;39560;295;1.763800;40822;158;0.773026;41062
100;30;0.75;5;1;58099;185;1.572046;58426;139;0.869431;58884
100;30;0.75;5;2;57948;248;1.535485;58474;290;0.859742;58884
100;30;0.75;5;3;57738;271;1.580874;58352;253;1.221763;58884
100;30;0.75;5;4;58131;229;1.807531;58315;187;1.147367;58884
100;30;0.75;5;5;58356;194;1.530961;58503;163;1.149632;58884
100;30;0.75;5;6;57883;184;1.320806;58410;270;1.163603;58884
100;30;0.75;5;7;58048;190;1.577375;58380;273;1.193847;58884
100;30;0.75;5;8;57975;204;1.339293;58374;193;1.281464;58884
100;30;0.75;5;9;57995;298;1.633386;58416;161;0.845024;58884
100;30;0.75;5;10;58042;139;1.513445;58468;268;1.076587;58884
100;30;0.75;6;1;58967;251;1.645526;59590;217;1.018827;60011
100;30;0.75;6;2;58776;294;1.823718;59616;61;1.039346;60011
100;30;0.75;6;3;58818;289;1.355101;59694;197;0.808357;60011
100;30;0.75;6;4;58782;267;1.996184;59685;298;0.942648;60011
100;30;0.75;6;5;58533;190;1.364155;59702;77;0.814178;60011
100;30;0.75;6;6;59007;267;1.248281;59503;70;0.658352;60011
100;30;0.75;6;7;59009;267;1.686785;59769;167;0.908920;60011
100;30;0.75;6;8;58941;269;1.961622;59756;264;1.058151;60011
100;30;0.75;6;9;58797;290;2.071071;59666;181;0.739763;60011
100;30;0.75;6;10;58793;261;1.279238;59629;140;0.844918;60011
100;30;0.75;7;1;57487;295;1.197866;57854;206;1.060570;58132
100;30;0.75;7;2;56925;128;1.131858;57912;185;0.945572;58132
100;30;0.75;7;3;57189;144;1.101484;57935;268;1.227040;58132
100;30;0.75;7;4;57459;159;1.294349;58010;195;0.944974;58132
100;30;0.75;7;5;57066;148;1.034165;57944;146;0.941654;58132
100;30;0.75;7;6;56475;156;1.385067;57944;149;0.861600;58132
100;30;0.75;7;7;57526;282;1.634162;57975;161;0.768680;58132
100;30;0.75;7;8;56998;226;1.594543;57944;142;0.806286;58132
100;30;0.75;7;9;57056;299;1.515216;57944;156;0.615043;58132
100;30;0.75;7;10;56912;120;1.215633;57958;262;0.774221;58132
250;5;0.25;5;1;55496;283;2.967969;58873;194;0.815582;58951
250;5;0.25;5;2;55930;286;2.872155;58834;187;0.809276;58951
250;5;0.25;5;3;56087;292;2.687085;58898;3;0.811078;58951
250;5;0.25;5;4;55701;289;2.742190;58943;229;0.766047;58951
250;5;0.25;5;5;55476;281;2.724177;58919;55;0.728689;58951
250;5;0.25;5;6;55399;283;2.650116;58933;73;0.686502;58951
250;5;0.25;5;7;55414;276;2.612477;58864;12;0.817531;58951
250;5;0.25;5;8;55842;296;3.007443;58868;91;0.812629;58951
250;5;0.25;5;9;55607;294;2.699342;58898;158;0.737924;58951
250;5;0.25;5;10;55417;248;2.812553;58898;100;0.743124;58951
250;5;0.25;6;1;55934;281;2.827880;60006;88;0.410416;60077
250;5;0.25;6;2;55387;287;2.395521;59948;120;0.509833;60077
250;5;0.25;6;3;55546;241;2.813839;60006;60;0.492968;60077
250;5;0.25;6;4;56274;275;3.009486;60006;39;0.372354;60077
250;5;0.25;6;5;56231;289;2.579556;60006;42;0.394262;60077
250;5;0.25;6;6;55990;286;2.494510;59993;223;0.700236;60077
250;5;0.25;6;7;55827;274;3.102367;60006;25;0.409604;60077
250;5;0.25;6;8;55678;259;2.882577;60006;44;0.383980;60077
250;5;0.25;6;9;55306;283;3.096892;60006;60;0.368893;60077
250;5;0.25;6;10;56074;295;3.218501;60006;266;0.673010;60077
250;5;0.25;7;1;56250;285;2.258135;60282;16;0.650193;60414
250;5;0.25;7;2;56382;298;2.879837;60317;284;0.740621;60414
250;5;0.25;7;3;56096;291;3.127354;60358;292;0.664924;60414
250;5;0.25;7;4;56119;275;3.093291;60325;133;0.670408;60414
250;5;0.25;7;5;56151;291;2.720280;60308;259;0.646670;60414
250;5;0.25;7;6;55943;263;3.257020;60343;261;0.673553;60414
250;5;0.25;7;7;56357;280;3.225455;60321;27;0.679566;60414
250;5;0.25;7;8;56027;294;3.202530;60321;14;0.681224;60414
250;5;0.25;7;9;56089;276;2.711215;60357;114;0.666699;60414
250;5;0.25;7;10;55919;263;2.559678;60325;290;0.610205;60414
250;5;0.50;5;1;105237;283;3.092022;110676;91;0.678319;110720
250;5;0.50;5;2;105775;298;2.766334;110676;218;0.670466;110720
250;5;0.50;5;3;104706;294;3.431142;110695;231;0.804137;110720
250;5;0.50;5;4;104853;285;3.234687;110628;235;0.635839;110720
250;5;0.50;5;5;104803;298;2.906605;110695;183;0.647000;110720
250;5;0.50;5;6;104823;246;2.885782;110652;23;0.699094;110720
250;5;0.50;5;7;105226;259;2.933144;110666;196;0.782323;110720
250;5;0.50;5;8;105724;267;3.020317;110674;22;0.630852;110720
250;5;0.50;5;9;104719;258;3.006271;110695;133;0.702539;110720
250;5;0.50;5;10;105469;263;2.976870;110648;253;0.766422;110720
250;5;0.50;6;1;104184;265;3.110993;110206;279;0.714214;110256
250;5;0.50;6;2;103792;276;3.360676;110182;213;0.783767;110256
250;5;0.50;6;3;104364;238;3.168056;110221;232;0.704229;110256
250;5;0.50;6;4;104662;275;3.262688;110183;119;0.724274;110256
250;5;0.50;6;5;105276;296;2.859876;110221;225;0.714850;110256
250;5;0.50;6;6;104176;299;2.952278;110185;125;0.743739;110256
250;5;0.50;6;7;105644;281;2.600460;110190;83;0.715165;110256
250;5;0.50;6;8;104923;223;2.598066;110165;115;0.771731;110256
250;5;0.50;6;9;103574;273;2.881369;110188;294;0.721423;110256
250;5;0.50;6;10;105518;293;2.753044;110243;106;0.706874;110256
250;5;0.50;7;1;104000;263;2.970366;108962;256;0.722809;109040
250;5;0.50;7;2;103835;282;2.443492;108990;237;0.737000;109040
250;5;0.50;7;3;103983;288;2.644373;108972;150;0.742102;109040
250;5;0.50;7;4;104755;299;2.977481;108951;195;0.779804;109040
250;5;0.50;7;5;103831;217;2.800387;108980;1;0.680887;109040
250;5;0.50;7;6;104040;242;2.883233;108979;292;0.738832;109040
250;5;0.50;7;7;104380;283;2.191955;108933;221;0.717909;109040
250;5;0.50;7;8;104523;279;3.001605;108990;160;0.649229;109040
250;5;0.50;7;9;104293;255;1.963553;108985;16;0.718117;109040
250;5;0.50;7;10;103744;289;2.259471;108990;91;0.727417;109040
250;5;0.75;5;1;147458;290;3.193551;150338;129;0.655343;150353
250;5;0.75;5;2;147579;291;2.797829;150270;175;0.477928;150353
250;5;0.75;5;3;147404;233;2.885775;150293;252;0.536090;150353
250;5;0.75;5;4;147112;259;2.882706;150305;105;0.582291;150353
250;5;0.75;5;5;147252;276;3.662602;150338;268;0.717329;150353
250;5;0.75;5;6;147279;292;3.058063;150305;92;0.704463;150353
250;5;0.75;5;7;147469;296;2.969816;150267;190;0.614756;150353
250;5;0.75;5;8;146103;290;2.544602;150287;35;0.454279;150353
250;5;0.75;5;9;147621;257;2.176383;150267;36;0.593700;150353
250;5;0.75;5;10;146841;263;2.304614;150327;172;0.609558;150353
250;5;0.75;6;1;146458;272;3.097769;149935;209;0.755873;150045
250;5;0.75;6;2;145872;288;3.059310;149909;195;0.714574;150045
250;5;0.75;6;3;146576;292;3.279657;149981;277;0.716622;150045
250;5;0.75;6;4;146460;297;3.005507;149945;137;0.722536;150045
250;5;0.75;6;5;145629;298;3.365723;149945;219;0.703522;150045
250;5;0.75;6;6;146751;297;3.025288;149942;18;0.745268;150045
250;5;0.75;6;7;145682;289;2.846739;149934;68;0.709386;150045
250;5;0.75;6;8;147322;297;3.068148;149944;150;0.730892;150045
250;5;0.75;6;9;145445;286;3.356761;150045;276;0.796853;150045
250;5;0.75;6;10;146105;269;2.947932;149949;102;0.738664;150045
250;5;0.75;7;1;145317;285;2.873074;148498;21;0.594399;148607
250;5;0.75;7;2;145330;275;2.838910;148471;11;0.748023;148607
250;5;0.75;7;3;145387;284;3.218162;148495;298;0.827257;148607
250;5;0.75;7;4;144572;253;2.551242;148607;11;0.786615;148607
250;5;0.75;7;5;144548;285;2.644097;148581;34;0.706594;148607
250;5;0.75;7;6;144729;260;2.343811;148489;180;0.705072;148607
250;5;0.75;7;7;145491;285;2.890446;148523;294;0.691577;148607
250;5;0.75;7;8;145054;277;2.550620;148524;67;0.733857;148607
250;5;0.75;7;9;145183;269;2.896686;148534;43;0.684067;148607
250;5;0.75;7;10;145745;246;2.828540;148534;279;0.699530;148607
250;10;0.25;5;1;54516;299;2.842786;57848;15;0.800930;58092
250;10;0.25;5;2;54058;258;3.228252;57845;103;0.848023;58092
250;10;0.25;5;3;54482;288;3.176675;57752;231;0.822170;58092
250;10;0.25;5;4;54389;297;3.309526;57746;214;0.811711;58092
250;10;0.25;5;5;54541;223;3.132478;57838;185;0.799200;58092
250;10;0.25;5;6;53520;269;3.473748;57949;8;0.770942;58092
250;10;0.25;5;7;54325;294;3.531219;57801;157;0.836945;58092
250;10;0.25;5;8;54231;254;3.335074;57767;280;0.861616;58092
250;10;0.25;5;9;54810;280;3.207852;57888;92;0.778552;58092
250;10;0.25;5;10;54461;270;3.469147;57743;95;0.933223;58092
250;10;0.25;6;1;55012;295;3.217329;58625;102;1.014360;58824
250;10;0.25;6;2;54012;294;3.609678;58602;154;0.859409;58824
250;10;0.25;6;3;53868;289;3.297176;58661;132;0.840145;58824
250;10;0.25;6;4;54757;298;3.319586;58663;168;0.847365;58824
250;10;0.25;6;5;54745;294;2.836153;58660;142;1.065943;58824
250;10;0.25;6;6;54519;248;3.154172;58604;259;0.897416;58824
250;10;0.25;6;7;54558;283;3.295837;58703;295;0.996347;58824
250;10;0.25;6;8;55082;254;2.768343;58609;239;1.031740;58824
250;10;0.25;6;9;55193;264;3.408503;58576;21;0.822541;58824
250;10;0.25;6;10;54279;297;2.719579;58620;162;1.054347;58824
250;10;0.25;7;1;54153;299;3.397086;58427;46;0.984041;58704
250;10;0.25;7;2;54291;289;3.177807;58475;290;0.965258;58704
250;10;0.25;7;3;54268;276;3.518494;58356;71;0.889815;58704
250;10;0.25;7;4;54803;287;2.436515;58460;41;0.865480;58704
250;10;0.25;7;5;54207;299;3.517956;58395;273;0.898301;58704
250;10;0.25;7;6;53844;231;3.206651;58336;190;0.905276;58704
250;10;0.25;7;7;54684;294;3.501968;58284;50;1.051650;58704
250;10;0.25;7;8;54844;296;3.008204;58290;177;0.865895;58704
250;10;0.25;7;9;54596;266;3.277567;58358;185;0.803168;58704
250;10;0.25;7;10;53606;231;2.735821;58468;151;0.822423;58704
250;10;0.50;5;1;102584;285;2.858781;108315;99;0.512488;108485
250;10;0.50;5;2;102549;229;2.663327;108180;231;0.807490;108485
250;10;0.50;5;3;102673;205;3.434883;108269;125;0.670941;108485
250;10;0.50;5;4;101595;298;3.269216;108232;198;0.857522;108485
250;10;0.50;5;5;101835;272;3.169604;108250;233;0.810047;108485
250;10;0.50;5;6;101493;237;3.047550;108224;147;0.682046;108485
250;10;0.50;5;7;102224;265;2.646987;108224;49;0.497307;108485
250;10;0.50;5;8;101635;285;3.101924;108224;86;0.442535;108485
250;10;0.50;5;9;102861;290;3.428515;108226;8;0.636262;108485
250;10;0.50;5;10;101836;268;3.376724;108241;222;0.775851;108485
250;10;0.50;6;1;105242;260;3.333476;110531;209;0.970332;110845
250;10;0.50;6;2;104886;297;3.141840;110629;103;0.873703;110845
250;10;0.50;6;3;105265;292;3.193108;110539;297;0.869456;110845
250;10;0.50;6;4;105344;290;2.963492;110701;122;0.863695;110845
250;10;0.50;6;5;104974;294;3.075479;110525;256;0.839317;110845
250;10;0.50;6;6;104602;238;3.115307;110611;118;0.885706;110845
250;10;0.50;6;7;104935;281;2.894266;110538;234;0.975948;110845
250;10;0.50;6;8;105021;277;2.995001;110611;165;0.997358;110845
250;10;0.50;6;9;104572;284;3.042304;110601;128;0.875682;110845
250;10;0.50;6;10;105374;286;3.027795;110605;197;0.994429;110845
250;10;0.50;7;1;100721;278;2.937048;105885;87;0.453716;106077
250;10;0.50;7;2;101507;290;2.915220;105773;276;0.834915;106077
250;10;0.50;7;3;100145;287;2.782934;105887;220;0.937185;106077
250;10;0.50;7;4;100744;243;2.905500;105827;138;0.897530;106077
250;10;0.50;7;5;100798;281;2.763029;105881;12;0.880895;106077
250;10;0.50;7;6;101031;221;2.884239;105863;9;0.751181;106077
250;10;0.50;7;7;100522;253;3.139057;105931;276;0.766053;106077
250;10;0.50;7;8;100767;292;3.043747;105885;236;0.747377;106077
250;10;0.50;7;9;101028;282;2.643671;105881;151;0.789353;106077
250;10;0.50;7;10;101037;290;2.896335;105809;180;0.899737;106077
250;10;0.75;5;1;147849;285;3.031930;151763;112;0.986792;151966
250;10;0.75;5;2;147478;291;3.206584;151754;207;0.845437;151966
250;10;0.75;5;3;147666;292;3.231971;151832;291;0.868997;151966
250;10;0.75;5;4;146812;286;3.330636;151832;250;0.847639;151966
250;10;0.75;5;5;148045;277;3.358731;151747;183;0.830222;151966
250;10;0.75;5;6;147331;297;3.075355;151834;118;0.848656;151966
250;10;0.75;5;7;147746;288;3.644786;151722;235;0.994889;151966
250;10;0.75;5;8;147730;288;3.212659;151835;103;0.647470;151966
250;10;0.75;5;9;147221;271;3.550892;151803;14;0.985264;151966
250;10;0.75;5;10;147167;254;3.455956;151815;41;0.900545;151966
250;10;0.75;6;1;148463;292;3.145359;151923;110;0.854338;152109
250;10;0.75;6;2;148097;291;3.138689;151926;94;0.894516;152109
250;10;0.75;6;3;148015;256;3.114020;151778;262;0.867089;152109
250;10;0.75;6;4;148109;284;3.013313;151923;289;0.800062;152109
250;10;0.75;6;5;148044;267;2.728005;151847;153;0.791866;152109
250;10;0.75;6;6;148005;223;2.332212;151782;218;0.753413;152109
250;10;0.75;6;7;148635;282;3.458401;151888;277;0.734245;152109
250;10;0.75;6;8;147282;283;3.065828;151920;132;0.749800;152109
250;10;0.75;6;9;148296;295;3.282652;151817;123;0.581286;152109
250;10;0.75;6;10;147666;253;2.398556;151817;223;0.757705;152109
250;10;0.75;7;1;149501;268;2.630417;152899;192;0.808002;153131
250;10;0.75;7;2;148942;278;3.122239;152932;280;0.824515;153131
250;10;0.75;7;3;148918;299;3.110358;152986;229;0.815679;153131
250;10;0.75;7;4;147986;291;2.831246;152911;82;0.814611;153131
250;10;0.75;7;5;149118;281;2.915937;152915;182;0.887824;153131
250;10;0.75;7;6;149121;277;3.192418;152876;106;0.874952;153131
250;10;0.75;7;7;148863;293;2.961795;152894;39;0.630244;153131
250;10;0.75;7;8;148772;267;3.012057;153024;255;0.836588;153131
250;10;0.75;7;9;149652;251;3.031071;152941;244;0.761056;153131
250;10;0.75;7;10;148824;267;3.078402;152979;185;0.896379;153131
250;30;0.25;5;1;51626;271;4.400888;55657;227;1.666174;56629
250;30;0.25;5;2;53518;262;3.551007;56160;130;1.215878;56629
250;30;0.25;5;3;52635;299;3.481287;55889;272;1.123485;56629
250;30;0.25;5;4;52633;293;3.364969;56271;162;1.397487;56629
250;30;0.25;5;5;53328;233;3.938266;55663;266;1.729259;56629
250;30;0.25;5;6;52337;279;4.121402;55484;164;1.562122;56629
250;30;0.25;5;7;53101;293;3.995455;55778;244;1.385167;56629
250;30;0.25;5;8;52846;295;3.900375;55808;259;1.604557;56629
250;30;0.25;5;9;52717;266;3.919401;55870;298;1.608888;56629
250;30;0.25;5;10;52733;293;4.042896;55581;278;1.264277;56629
250;30;0.25;6;1;53973;285;3.287897;56292;125;1.762549;57205
250;30;0.25;6;2;53293;299;3.879333;56211;166;1.744652;57205
250;30;0.25;6;3;53424;287;3.097550;56245;159;1.715771;57205
250;30;0.25;6;4;53755;292;3.688464;56316;108;1.629943;57205
250;30;0.25;6;5;53485;288;3.698310;56263;70;1.681986;57205
250;30;0.25;6;6;53056;249;3.703232;56174;42;1.552330;57205
250;30;0.25;6;7;53335;295;3.101683;56210;106;1.205179;57205
250;30;0.25;6;8;53931;291;3.631095;56515;166;1.739350;57205
250;30;0.25;6;9;53602;291;3.566789;56266;96;1.693335;57205
250;30;0.25;6;10;53004;265;3.970573;56398;25;1.544306;57205
250;30;0.25;7;1;52805;233;3.125166;55484;229;1.529185;56357
250;30;0.25;7;2;52672;272;3.121967;55443;17;1.795552;56357
250;30;0.25;7;3;52470;292;3.618424;55591;11;1.732603;56357
250;30;0.25;7;4;52592;294;4.229348;55468;199;1.664596;56357
250;30;0.25;7;5;52728;289;3.785191;55492;224;1.524700;56357
250;30;0.25;7;6;52993;297;3.640791;55485;121;1.856885;56357
250;30;0.25;7;7;52227;282;3.954974;55548;24;1.606781;56357
250;30;0.25;7;8;52250;294;4.159646;55400;185;1.730751;56357
250;30;0.25;7;9;53037;299;3.692717;55466;29;1.576243;56357
250;30;0.25;7;10;52049;283;3.862533;55579;41;1.862853;56357
250;30;0.50;5;1;101613;295;3.665365;106618;224;1.465838;107414
250;30;0.50;5;2;101047;290;3.508204;106577;146;1.451466;107414
250;30;0.50;5;3;100756;270;2.970995;106524;209;1.467322;107414
250;30;0.50;5;4;100752;299;4.051164;106897;31;1.570419;107414
250;30;0.50;5;5;100261;287;3.822139;106800;92;1.427295;107414
250;30;0.50;5;6;100536;296;3.580249;106569;205;1.499748;107414
250;30;0.50;5;7;99980;285;4.305026;106673;290;1.405057;107414
250;30;0.50;5;8;100876;298;3.687487;106683;83;1.525852;107414
250;30;0.50;5;9;100323;274;3.610339;106673;123;1.148386;107414
250;30;0.50;5;10;100173;288;3.251901;106696;253;1.519287;107414
250;30;0.50;6;1;101205;296;3.864598;106718;40;1.632028;107271
250;30;0.50;6;2;100748;273;3.961039;106403;210;1.303196;107271
250;30;0.50;6;3;101319;278;2.833367;106495;253;1.509854;107271
250;30;0.50;6;4;100194;252;4.422891;106410;127;1.581745;107271
250;30;0.50;6;5;100771;295;3.667555;106507;279;1.503836;107271
250;30;0.50;6;6;101910;268;3.153796;106566;198;1.478650;107271
250;30;0.50;6;7;100276;286;4.331000;106482;19;1.659064;107271
250;30;0.50;6;8;101305;269;3.940022;106606;252;1.644821;107271
250;30;0.50;6;9;101779;219;3.525387;106395;251;1.522074;107271
250;30;0.50;6;10;101039;245;3.548405;106518;233;1.381339;107271
250;30;0.50;7;1;100368;249;3.892497;105661;68;1.316418;106372
250;30;0.50;7;2;100797;293;4.101820;105422;219;1.519130;106372
250;30;0.50;7;3;99402;268;3.905262;105613;290;1.455478;106372
250;30;0.50;7;4;98788;246;4.198215;105571;203;1.477295;106372
250;30;0.50;7;5;100055;294;3.582579;105419;42;1.498163;106372
250;30;0.50;7;6;100169;294;3.823242;105620;67;1.422812;106372
250;30;0.50;7;7;99536;257;3.848749;105502;181;1.448057;106372
250;30;0.50;7;8;99939;275;3.936530;105667;178;1.480744;106372
250;30;0.50;7;9;100185;270;3.230446;105623;175;1.466391;106372
