n;m;nsets
int;int;int
14;5;2415
15;5;777
16;5;998
17;5;2504
18;5;2205
19;5;4631
20;5;3454
22;5;25160
24;5;50875
26;5;30255
28;5;17597
30;5;121897
5;5;18
6;5;32
7;5;91
8;5;94
9;5;225
10;5;563
11;5;458
12;5;678
13;5;637
14;5;930
15;5;1458
16;5;2224
17;5;2706
18;5;5358
19;5;8599
20;5;18695
22;5;12626
24;5;23399
26;5;61511
28;5;121483
30;5;41730
5;5;27
6;5;38
7;5;95
8;5;74
9;5;185
10;5;191
11;5;304
12;5;1154
13;5;885
14;5;1027
15;5;2673
16;5;2553
17;5;6096
18;5;6911
19;5;5937
20;5;13596
22;5;14732
24;5;29378
26;5;50613
28;5;40227
30;5;27670
5;5;24
6;5;38
7;5;55
8;5;155
9;5;128
10;5;337
11;5;415
12;5;739
13;5;635
14;5;2634
15;5;2106
16;5;1894
17;5;1460
18;5;2358
19;5;14615
20;5;4155
22;5;4194
24;5;79269
26;5;41206
28;5;40991
30;5;39702
5;5;23
6;5;42
7;5;95
8;5;63
9;5;256
10;5;174
11;5;478
12;5;435
13;5;802
14;5;2409
15;5;2365
16;5;4278
17;5;7154
18;5;3103
19;5;1225
20;5;2134
22;5;6554
24;5;7913
26;5;9465
28;5;39160
30;5;29498
5;5;27
6;5;61
7;5;56
8;5;176
9;5;131
10;5;265
11;5;628
12;5;1087
13;5;513
14;5;604
15;5;1421
16;5;626
17;5;3461
18;5;5520
19;5;2474
20;5;3095
22;5;6311
24;5;36370
26;5;33946
28;5;36053
30;5;56349
5;5;22
6;5;41
7;5;67
8;5;173
9;5;107
10;5;225
11;5;857
12;5;521
13;5;597
14;5;1346
15;5;1284
16;5;4770
17;5;4398
18;5;3483
19;5;4438
20;5;10696
22;5;8159
24;5;13478
26;5;14956
28;5;21808
30;5;51173
5;5;20
6;5;44
7;5;127
8;5;106
9;5;127
10;5;221
11;5;502
12;5;561
13;5;520
14;5;963
15;5;1158
16;5;1457
17;5;9555
18;5;1725
19;5;3331
20;5;5145
22;5;16205
24;5;18164
26;5;12098
28;5;56452
30;5;59050
5;5;19
6;5;50
7;5;77
8;5;145
9;5;194
10;5;182
11;5;253
12;5;1435
13;5;714
14;5;759
15;5;955
16;5;1083
17;5;1700
18;5;1564
19;5;5790
20;5;4478
22;5;6636
24;5;9647
26;5;9882
28;5;86143
30;5;26274
5;5;31
6;5;26
7;5;83
8;5;84
9;5;211
10;5;156
11;5;836
12;5;416
13;5;2724
14;5;520
15;5;2084
16;5;4523
17;5;4014
18;5;3948
19;5;14292
20;5;4001
22;5;3571
24;5;10750
26;5;20036
28;5;29844
30;5;10917
5;5;24
6;5;31
7;5;63
8;5;84
9;5;196
10;5;311
11;5;197
12;5;460
13;5;794
14;5;1338
15;5;2672
16;5;978
17;5;3018
18;5;2846
19;5;8165
20;5;19928
22;5;7799
24;5;18380
26;5;24860
28;5;32390
30;5;45193
5;5;20
6;5;31
7;5;67
8;5;146
9;5;291
10;5;263
11;5;544
12;5;1734
13;5;965
14;5;965
15;5;2162
16;5;2859
17;5;1819
18;5;2692
19;5;8686
20;5;2986
22;5;14404
24;5;6463
26;5;51805
28;5;24745
30;5;61443
5;5;31
6;5;32
7;5;43
8;5;140
9;5;191
10;5;162
11;5;189
12;5;313
13;5;1240
14;5;984
15;5;1431
16;5;2157
17;5;2665
18;5;4127
19;5;5330
20;5;3263
22;5;4734
24;5;37073
26;5;34183
28;5;55342
30;5;81812
5;5;18
6;5;55
7;5;67
8;5;66
9;5;125
10;5;174
11;5;443
12;5;471
13;5;849
14;5;1034
15;5;1430
16;5;3964
17;5;2340
18;5;5250
19;5;9948
20;5;5683
22;5;6876
24;5;5621
26;5;24077
28;5;109276
30;5;32944
5;5;14
6;5;39
7;5;71
8;5;76
9;5;126
10;5;228
11;5;464
12;5;254
13;5;661
14;5;1657
15;5;728
16;5;692
17;5;2391
18;5;2504
19;5;6551
20;5;1815
22;5;5917
24;5;9659
26;5;15006
28;5;17921
30;5;31552
5;5;27
6;5;39
7;5;47
8;5;205
9;5;125
10;5;184
11;5;598
12;5;799
13;5;526
14;5;1737
15;5;963
16;5;1740
17;5;2754
18;5;7671
19;5;4210
20;5;8079
22;5;26003
24;5;18766
26;5;14374
28;5;40089
30;5;29068
5;5;18
6;5;38
7;5;87
8;5;126
9;5;264
10;5;182
11;5;293
12;5;612
13;5;644
14;5;784
15;5;2122
16;5;1080
17;5;2195
18;5;2119
19;5;5063
20;5;12579
22;5;8846
24;5;5066
26;5;20064
28;5;12695
30;5;120666
5;5;27
6;5;33
7;5;80
8;5;100
9;5;132
10;5;212
11;5;197
12;5;641
13;5;1474
14;5;1205
15;5;928
16;5;1335
17;5;4874
18;5;3795
19;5;8722
20;5;7746
22;5;7594
24;5;24343
26;5;50589
28;5;25334
30;5;89203
5;5;17
6;5;42
7;5;79
8;5;69
9;5;127
10;5;292
11;5;388
12;5;1307
13;5;1606
14;5;825
15;5;1661
16;5;1606
17;5;3872
18;5;6085
19;5;3824
20;5;8497
22;5;7448
24;5;31877
26;5;110199
28;5;183945
30;5;72643
5;5;27
6;5;43
7;5;55
8;5;90
9;5;264
10;5;123
11;5;329
12;5;744
13;5;942
14;5;1108
15;5;1012
16;5;2975
17;5;2665
18;5;3876
19;5;5282
20;5;4717
22;5;4644
24;5;31387
26;5;21365
28;5;11760
30;5;40137
5;5;31
6;5;37
7;5;68
8;5;75
9;5;154
10;5;306
11;5;1339
12;5;382
13;5;1305
14;5;1811
15;5;786
16;5;1755
17;5;1704
18;5;5227
19;5;4351
20;5;3599
22;5;9587
24;5;33617
26;5;26033
28;5;56778
30;5;76743
5;5;31
6;5;30
7;5;112
8;5;217
9;5;142
10;5;225
11;5;576
12;5;636
13;5;450
14;5;1223
15;5;506
16;5;2461
17;5;2756
18;5;3377
19;5;2040
20;5;4554
22;5;5297
24;5;19780
26;5;31085
28;5;17329
30;5;112534
5;5;27
6;5;37
7;5;41
8;5;107
9;5;172
10;5;179
11;5;589
12;5;610
13;5;849
14;5;720
15;5;1106
16;5;2187
17;5;716
18;5;1844
19;5;2615
20;5;5501
22;5;7812
24;5;10035
26;5;29279
28;5;17902
30;5;33721
5;5;31
6;5;59
7;5;79
8;5;95
9;5;209
10;5;405
11;5;469
12;5;960
13;5;1315
14;5;1058
15;5;930
16;5;1666
17;5;2769
18;5;6618
19;5;4258
20;5;1862
22;5;8973
24;5;29645
26;5;83342
28;5;29110
30;5;77754
5;5;21
6;5;30
7;5;45
8;5;76
9;5;116
10;5;166
11;5;287
12;5;398
13;5;586
14;5;1017
15;5;2869
16;5;2996
17;5;2803
18;5;2165
19;5;7574
20;5;9182
22;5;9174
24;5;4767
26;5;47243
28;5;34351
30;5;198701
5;5;25
6;5;30
7;5;43
8;5;180
9;5;258
10;5;218
11;5;159
12;5;544
13;5;2611
14;5;954
15;5;388
16;5;1124
17;5;4201
18;5;4069
19;5;3691
20;5;4459
22;5;12788
24;5;32643
26;5;36546
28;5;68208
30;5;136013
5;5;18
6;5;40
7;5;54
8;5;81
9;5;110
10;5;321
11;5;591
12;5;474
13;5;768
14;5;1151
15;5;1817
16;5;1119
17;5;9804
18;5;6185
19;5;19933
20;5;11575
22;5;8262
24;5;21255
26;5;21129
28;5;21164
30;5;122687
5;5;20
6;5;47
7;5;54
8;5;100
9;5;96
10;5;265
11;5;381
12;5;1015
13;5;1136
14;5;575
15;5;2701
16;5;1961
17;5;3935
18;5;3983
19;5;4626
20;5;13405
22;5;16098
24;5;18676
26;5;45456
28;5;28031
30;5;86050
5;5;24
6;5;32
7;5;80
8;5;148
9;5;101
10;5;479
11;5;407
12;5;439
13;5;302
14;5;2759
15;5;2529
16;5;4949
17;5;4025
18;5;2547
19;5;3914
20;5;4891
22;5;12345
24;5;12417
26;5;26785
28;5;16300
30;5;71490
5;5;21
6;5;34
7;5;49
8;5;86
9;5;188
10;5;229
11;5;521
12;5;648
13;5;1272
14;5;763
15;5;1574
16;5;1662
17;5;5127
18;5;4021
19;5;11655
20;5;10814
22;5;22762
24;5;29222
26;5;29238
28;5;14239
30;5;45024
5;5;22
6;5;21
7;5;58
8;5;161
9;5;146
10;5;310
11;5;134
12;5;508
13;5;546
14;5;603
15;5;626
16;5;1040
17;5;6561
18;5;3290
19;5;8912
20;5;3752
22;5;7083
24;5;19915
26;5;10550
28;5;25751
30;5;56359
5;5;29
6;5;57
7;5;81
8;5;187
9;5;175
10;5;187
11;5;269
12;5;2091
13;5;1802
14;5;1112
15;5;2335
16;5;1603
17;5;3901
18;5;4191
19;5;3176
20;5;8379
22;5;13425
24;5;7574
26;5;16211
28;5;13836
30;5;32736
5;5;28
6;5;25
7;5;64
8;5;174
9;5;96
10;5;267
11;5;461
12;5;403
13;5;398
14;5;975
15;5;867
16;5;2609
17;5;3673
18;5;2276
19;5;16766
20;5;8271
22;5;6566
24;5;59299
26;5;22991
28;5;44955
30;5;35539
5;5;18
6;5;31
7;5;83
8;5;81
9;5;236
10;5;354
11;5;207
12;5;384
13;5;561
14;5;1157
15;5;902
16;5;4355
17;5;2540
18;5;1654
19;5;3101
20;5;5111
22;5;10456
24;5;7555
26;5;35142
28;5;22920
30;5;102168
5;5;24
6;5;33
7;5;83
8;5;181
9;5;175
10;5;160
11;5;165
12;5;327
13;5;594
14;5;582
15;5;790
16;5;3881
17;5;6084
18;5;10061
19;5;14825
20;5;7245
22;5;5789
24;5;25393
26;5;41546
28;5;39305
30;5;101213
5;5;20
6;5;26
7;5;46
8;5;85
9;5;133
10;5;265
11;5;401
12;5;304
13;5;208
14;5;294
15;5;725
16;5;3646
17;5;3981
18;5;2337
19;5;4224
20;5;7126
22;5;5360
24;5;13671
26;5;34176
28;5;16827
30;5;156475
5;5;20
6;5;30
7;5;70
8;5;131
9;5;88
10;5;297
11;5;255
12;5;422
13;5;1429
14;5;811
15;5;1061
16;5;2462
17;5;2000
18;5;3196
19;5;2811
20;5;5583
22;5;18787
24;5;16199
26;5;38679
28;5;37864
30;5;226150
5;5;23
6;5;31
7;5;84
8;5;89
9;5;122
10;5;389
11;5;237
12;5;837
13;5;722
14;5;1278
15;5;2036
16;5;2043
17;5;3517
18;5;4021
19;5;7923
20;5;4929
22;5;2740
24;5;36809
26;5;15112
28;5;38122
30;5;81256
5;5;27
6;5;42
7;5;47
8;5;90
9;5;167
10;5;204
11;5;295
12;5;912
13;5;1682
14;5;644
15;5;862
16;5;2168
17;5;4542
18;5;2801
19;5;6171
20;5;4890
22;5;11220
24;5;32924
26;5;13496
28;5;27203
30;5;21870
5;5;31
6;5;53
7;5;87
8;5;111
9;5;131
10;5;242
11;5;336
12;5;395
13;5;771
14;5;1051
15;5;1291
16;5;2946
17;5;916
18;5;2899
19;5;4215
20;5;4621
22;5;11606
24;5;6798
26;5;12472
28;5;28166
30;5;33541
5;5;25
6;5;28
7;5;70
8;5;114
9;5;188
10;5;159
11;5;568
12;5;475
13;5;614
14;5;2171
15;5;1698
16;5;2833
17;5;1212
18;5;4518
19;5;3685
20;5;3281
22;5;12809
24;5;11450
26;5;157816
28;5;21595
30;5;82294
5;5;31
6;5;23
7;5;72
8;5;62
9;5;130
10;5;502
11;5;456
12;5;407
13;5;1297
14;5;877
15;5;2866
16;5;1453
17;5;1757
18;5;5812
19;5;5103
20;5;6326
22;5;36288
24;5;19639
26;5;42639
28;5;99624
30;5;70893
5;5;27
6;5;35
7;5;47
8;5;130
9;5;164
10;5;316
11;5;564
12;5;476
13;5;1032
14;5;1267
15;5;1424
16;5;2514
17;5;4709
18;5;2582
19;5;9263
20;5;7831
22;5;24535
24;5;32734
26;5;17393
28;5;67945
30;5;15623
5;5;21
6;5;46
7;5;52
8;5;154
9;5;117
10;5;137
11;5;355
12;5;438
13;5;412
14;5;837
15;5;2064
16;5;4598
17;5;6271
18;5;30592
19;5;2177
20;5;2852
22;5;14125
24;5;14401
26;5;12025
28;5;137581
30;5;22779
5;5;25
6;5;34
7;5;64
8;5;71
9;5;154
10;5;287
11;5;256
12;5;318
13;5;697
14;5;493
15;5;949
16;5;2757
17;5;2597
18;5;2770
19;5;10761
20;5;2500
22;5;14792
24;5;16759
26;5;39714
28;5;10304
30;5;29689
5;5;31
6;5;32
7;5;51
8;5;99
9;5;104
10;5;335
11;5;251
12;5;357
13;5;927
14;5;2151
15;5;5249
16;5;2656
17;5;1290
18;5;1756
19;5;9089
20;5;2182
22;5;7296
24;5;66519
26;5;7335
28;5;29854
30;5;50077
5;5;31
6;5;63
7;5;58
8;5;83
9;5;113
10;5;313
11;5;608
12;5;374
13;5;1564
14;5;1159
15;5;3947
16;5;1222
17;5;3531
18;5;2049
19;5;2748
20;5;7114
22;5;11746
24;5;13640
26;5;24984
28;5;32775
30;5;138199
5;5;31
6;5;40
7;5;51
8;5;103
9;5;118
10;5;251
11;5;277
12;5;1109
13;5;1748
14;5;1296
15;5;1420
16;5;2047
17;5;13947
18;5;3957
19;5;8478
20;5;4657
22;5;7797
24;5;20989
26;5;26021
28;5;40053
30;5;71830
5;5;25
6;5;27
7;5;55
8;5;107
9;5;107
10;5;298
11;5;848
12;5;278
13;5;593
14;5;1137
15;5;1011
16;5;3277
17;5;1862
18;5;4438
19;5;2956
20;5;2243
22;5;10795
24;5;10756
26;5;14141
28;5;45063
30;5;71701
5;5;27
6;5;46
7;5;127
8;5;78
9;5;105
10;5;220
11;5;453
12;5;922
13;5;1722
14;5;1189
15;5;2328
16;5;3632
17;5;3790
18;5;8786
19;5;12462
20;5;5768
22;5;22315
24;5;10653
26;5;19586
28;5;22238
30;5;191032
5;10;31
6;10;53
7;10;110
8;10;197
9;10;265
10;10;484
11;10;1604
12;10;1683
13;10;2362
14;10;1557
15;10;7585
16;10;4654
17;10;11194
18;10;21925
19;10;24305
20;10;14961
22;10;35125
24;10;98564
26;10;291473
5;2;20
6;2;38
7;2;15
8;2;48
9;2;117
10;2;65
11;2;110
12;2;129
13;2;127
14;2;198
15;2;194
16;2;536
17;2;285
18;2;525
19;2;619
20;2;857
22;2;355
24;2;2836
26;2;972
28;2;3066
30;2;1910
35;2;5300
40;2;3997
5;2;17
6;2;20
7;2;34
8;2;43
9;2;47
10;2;152
11;2;204
12;2;83
13;2;238
14;2;139
15;2;365
16;2;226
17;2;433
18;2;406
19;2;484
20;2;407
22;2;468
24;2;1570
26;2;1580
28;2;808
30;2;2847
35;2;2600
40;2;4028
5;2;15
6;2;19
7;2;33
8;2;62
9;2;49
10;2;80
11;2;57
12;2;269
13;2;356
14;2;165
15;2;242
16;2;290
17;2;822
18;2;880
19;2;318
20;2;398
22;2;1343
24;2;1246
26;2;1469
28;2;987
30;2;1679
35;2;3689
40;2;4682
5;2;14
6;2;29
7;2;48
8;2;37
9;2;47
10;2;170
11;2;145
12;2;121
13;2;114
14;2;379
15;2;525
16;2;503
17;2;438
18;2;551
19;2;503
20;2;554
22;2;474
24;2;1217
26;2;947
28;2;2214
30;2;1565
35;2;3174
40;2;5105
5;2;20
6;2;19
7;2;17
8;2;48
9;2;50
10;2;89
11;2;104
12;2;91
13;2;104
14;2;141
15;2;528
16;2;157
17;2;1182
18;2;384
19;2;1101
20;2;388
22;2;722
24;2;2282
26;2;2206
28;2;1426
30;2;2107
35;2;4143
40;2;5363
5;2;11
6;2;24
7;2;41
8;2;68
9;2;37
10;2;89
11;2;136
12;2;154
13;2;98
14;2;166
15;2;309
16;2;236
17;2;383
18;2;264
19;2;204
20;2;621
22;2;1026
24;2;710
26;2;2582
28;2;1545
30;2;2064
35;2;2357
40;2;6648
5;2;19
6;2;24
7;2;22
8;2;26
9;2;165
10;2;120
11;2;81
12;2;100
13;2;68
14;2;136
15;2;208
16;2;127
17;2;515
18;2;518
19;2;851
20;2;576
22;2;1537
24;2;1015
26;2;1689
28;2;1968
30;2;2505
35;2;2391
40;2;6630
5;2;9
6;2;25
7;2;19
8;2;34
9;2;49
10;2;55
11;2;101
12;2;157
13;2;221
14;2;172
15;2;180
16;2;302
17;2;348
18;2;449
19;2;427
20;2;357
22;2;2606
24;2;1923
26;2;1289
28;2;2315
30;2;1675
35;2;3361
40;2;3118
5;2;11
6;2;28
7;2;22
8;2;36
9;2;60
10;2;133
11;2;153
12;2;102
13;2;199
14;2;272
15;2;232
16;2;319
17;2;349
18;2;347
19;2;728
20;2;871
22;2;1144
24;2;2325
26;2;746
28;2;3048
30;2;2318
35;2;2990
40;2;5042
5;2;8
6;2;30
7;2;22
8;2;42
9;2;44
10;2;36
11;2;106
12;2;88
13;2;103
14;2;281
15;2;436
16;2;255
17;2;483
18;2;633
19;2;1370
20;2;480
22;2;1038
24;2;962
26;2;1690
28;2;1812
30;2;3286
35;2;2397
40;2;7588
5;2;15
6;2;15
7;2;35
8;2;22
9;2;48
10;2;56
11;2;61
12;2;123
13;2;100
14;2;232
15;2;230
16;2;293
17;2;684
18;2;413
19;2;490
20;2;303
22;2;668
24;2;573
26;2;1155
28;2;2507
30;2;3576
35;2;4697
40;2;4786
5;2;11
6;2;26
7;2;29
8;2;58
9;2;35
10;2;82
11;2;117
12;2;88
13;2;139
14;2;152
15;2;538
16;2;297
17;2;348
18;2;629
19;2;435
20;2;372
22;2;842
24;2;726
26;2;1571
28;2;2207
30;2;1698
35;2;3619
40;2;7350
5;2;21
6;2;27
7;2;24
8;2;29
9;2;61
10;2;37
11;2;104
12;2;154
13;2;193
14;2;310
15;2;299
16;2;226
17;2;548
18;2;269
19;2;413
20;2;409
22;2;673
24;2;631
26;2;804
28;2;3247
30;2;1086
35;2;4767
40;2;3056
5;2;25
6;2;22
7;2;33
8;2;39
9;2;51
10;2;61
11;2;118
12;2;144
13;2;158
14;2;136
15;2;261
16;2;290
17;2;371
18;2;945
19;2;652
20;2;833
22;2;815
24;2;2339
26;2;967
28;2;1066
30;2;3031
35;2;1830
40;2;4107
5;2;24
6;2;29
7;2;36
8;2;42
9;2;53
10;2;62
11;2;119
12;2;164
13;2;130
14;2;150
15;2;388
16;2;340
17;2;245
18;2;442
19;2;489
20;2;713
22;2;968
24;2;1448
26;2;1268
28;2;1676
30;2;2423
35;2;2300
40;2;9353
5;2;11
6;2;14
7;2;30
8;2;88
9;2;57
10;2;54
11;2;209
12;2;131
13;2;337
14;2;138
15;2;245
16;2;849
17;2;390
18;2;430
19;2;1618
20;2;803
22;2;801
24;2;415
26;2;1195
28;2;1032
30;2;1380
35;2;3120
40;2;8562
5;2;20
6;2;34
7;2;36
8;2;68
9;2;50
10;2;197
11;2;149
12;2;122
13;2;174
14;2;194
15;2;109
16;2;221
17;2;319
18;2;643
19;2;1045
20;2;496
22;2;1114
24;2;1965
26;2;871
28;2;1602
30;2;2219
35;2;3145
40;2;12626
5;2;17
6;2;34
7;2;77
8;2;31
9;2;83
10;2;87
11;2;127
12;2;138
13;2;111
14;2;179
15;2;217
16;2;280
17;2;511
18;2;743
19;2;499
20;2;403
22;2;2094
24;2;1270
26;2;919
28;2;1473
30;2;5334
35;2;3307
40;2;4538
5;2;19
6;2;22
7;2;21
8;2;34
9;2;46
10;2;80
11;2;101
12;2;121
13;2;153
14;2;254
15;2;303
16;2;340
17;2;288
18;2;610
19;2;360
20;2;385
22;2;616
24;2;1752
26;2;1998
28;2;1921
30;2;3214
35;2;6495
40;2;8073
5;2;16
6;2;16
7;2;49
8;2;42
9;2;84
10;2;186
11;2;126
12;2;225
13;2;171
14;2;237
15;2;146
16;2;240
17;2;446
18;2;623
19;2;294
20;2;984
22;2;881
24;2;1621
26;2;919
28;2;1088
30;2;2427
35;2;5889
40;2;6057
5;2;11
6;2;14
7;2;46
8;2;59
9;2;47
10;2;118
11;2;61
12;2;97
13;2;226
14;2;174
15;2;227
16;2;610
17;2;258
18;2;627
19;2;189
20;2;348
22;2;1956
24;2;707
26;2;1063
28;2;1351
30;2;1657
35;2;3160
40;2;4845
5;2;14
6;2;11
7;2;23
8;2;28
9;2;66
10;2;96
11;2;80
12;2;138
13;2;114
14;2;109
15;2;701
16;2;388
17;2;541
18;2;370
19;2;660
20;2;1846
22;2;896
24;2;1383
26;2;2776
28;2;1901
30;2;3018
35;2;5332
40;2;3362
5;2;15
6;2;20
7;2;20
8;2;50
9;2;77
10;2;73
11;2;118
12;2;138
13;2;143
14;2;128
15;2;296
16;2;371
17;2;502
18;2;424
19;2;539
20;2;915
22;2;575
24;2;1108
26;2;723
28;2;1775
30;2;3504
35;2;4359
40;2;3556
5;2;8
6;2;23
7;2;29
8;2;86
9;2;66
10;2;86
11;2;99
12;2;158
13;2;152
14;2;232
15;2;324
16;2;214
17;2;419
18;2;308
19;2;587
20;2;1497
22;2;855
24;2;2008
26;2;1702
28;2;4240
30;2;2489
35;2;3374
40;2;3644
5;2;20
6;2;17
7;2;23
8;2;91
9;2;42
10;2;69
11;2;89
12;2;131
13;2;202
14;2;149
15;2;264
16;2;213
17;2;331
18;2;227
19;2;612
20;2;489
22;2;695
24;2;992
26;2;1562
28;2;1997
30;2;2225
35;2;2776
40;2;2822
5;2;15
6;2;20
7;2;19
8;2;52
9;2;67
10;2;51
11;2;114
12;2;115
13;2;123
14;2;397
15;2;332
16;2;328
17;2;309
18;2;538
19;2;728
20;2;465
22;2;972
24;2;1128
26;2;1152
28;2;1799
30;2;2850
35;2;1734
40;2;5329
5;2;12
6;2;21
7;2;48
8;2;24
9;2;123
10;2;131
11;2;169
12;2;147
13;2;146
14;2;145
15;2;201
16;2;94
17;2;148
18;2;530
19;2;830
20;2;488
22;2;668
24;2;1290
26;2;1949
28;2;1738
30;2;3579
35;2;3521
40;2;9132
5;2;18
6;2;16
7;2;26
8;2;49
9;2;44
10;2;56
11;2;75
12;2;80
13;2;165
14;2;127
15;2;560
16;2;357
17;2;302
18;2;333
19;2;752
20;2;1030
22;2;618
24;2;912
26;2;1969
28;2;1406
30;2;2309
35;2;5998
40;2;4177
5;2;15
6;2;23
7;2;77
8;2;45
9;2;88
10;2;99
11;2;125
12;2;108
13;2;436
14;2;147
15;2;229
16;2;272
17;2;279
18;2;304
19;2;559
20;2;396
22;2;983
24;2;1061
26;2;1496
28;2;1001
30;2;1688
35;2;2588
40;2;6976
5;2;13
6;2;27
7;2;21
8;2;174
9;2;37
10;2;99
11;2;86
12;2;103
13;2;119
14;2;275
15;2;220
16;2;333
17;2;240
18;2;408
19;2;895
20;2;607
22;2;562
24;2;1084
26;2;1126
28;2;2201
30;2;2975
35;2;4402
40;2;4217
5;2;19
6;2;19
7;2;37
8;2;71
9;2;53
10;2;100
11;2;168
12;2;184
13;2;109
14;2;160
15;2;205
16;2;199
17;2;677
18;2;589
19;2;538
20;2;865
22;2;789
24;2;2222
26;2;3004
28;2;2953
30;2;1683
35;2;1773
40;2;3804
5;2;17
6;2;25
7;2;66
8;2;53
9;2;55
10;2;48
11;2;89
12;2;103
13;2;248
14;2;239
15;2;254
16;2;250
17;2;387
18;2;284
19;2;852
20;2;737
22;2;892
24;2;1559
26;2;2464
28;2;2172
30;2;3279
35;2;2575
40;2;4196
5;2;27
6;2;13
7;2;21
8;2;43
9;2;89
10;2;74
11;2;107
12;2;80
13;2;117
14;2;240
15;2;559
16;2;357
17;2;335
18;2;544
19;2;737
20;2;680
22;2;2110
24;2;896
26;2;1125
28;2;2669
30;2;1082
35;2;4270
40;2;4677
5;2;23
6;2;32
7;2;40
8;2;50
9;2;39
10;2;116
11;2;113
12;2;169
13;2;234
14;2;178
15;2;286
16;2;143
17;2;247
18;2;749
19;2;856
20;2;509
22;2;1021
24;2;815
26;2;1250
28;2;2173
30;2;1399
35;2;3462
40;2;3875
5;2;21
6;2;26
7;2;40
8;2;33
9;2;84
10;2;28
11;2;74
12;2;239
13;2;127
14;2;207
15;2;389
16;2;279
17;2;348
18;2;820
19;2;512
20;2;407
22;2;614
24;2;944
26;2;996
28;2;3495
30;2;4353
35;2;4057
40;2;5231
5;2;11
6;2;20
7;2;52
8;2;50
9;2;48
10;2;91
11;2;134
12;2;161
13;2;282
14;2;168
15;2;595
16;2;225
17;2;282
18;2;644
19;2;759
20;2;785
22;2;559
24;2;1545
26;2;954
28;2;1219
30;2;2967
35;2;4183
40;2;4218
5;2;10
6;2;21
7;2;59
8;2;69
9;2;51
10;2;58
11;2;129
12;2;153
13;2;156
14;2;180
15;2;277
16;2;370
17;2;547
18;2;308
19;2;692
20;2;1170
22;2;861
24;2;1874
26;2;2539
28;2;1444
30;2;1758
35;2;4209
40;2;6037
5;2;13
6;2;16
7;2;32
8;2;22
9;2;55
10;2;120
11;2;123
12;2;246
13;2;197
14;2;204
15;2;271
16;2;365
17;2;332
18;2;466
19;2;595
20;2;392
22;2;1509
24;2;497
26;2;1010
28;2;865
30;2;2078
35;2;5393
40;2;5667
5;2;8
6;2;32
7;2;25
8;2;51
9;2;57
10;2;36
11;2;85
12;2;175
13;2;314
14;2;381
15;2;273
16;2;426
17;2;193
18;2;212
19;2;549
20;2;322
22;2;557
24;2;775
26;2;1911
28;2;2900
30;2;3318
35;2;3201
40;2;7807
5;2;27
6;2;21
7;2;21
8;2;71
9;2;70
10;2;220
11;2;81
12;2;147
13;2;103
14;2;84
15;2;341
16;2;153
17;2;195
18;2;452
19;2;526
20;2;624
22;2;1038
24;2;956
26;2;2391
28;2;3403
30;2;3173
35;2;4820
40;2;4832
5;2;16
6;2;23
7;2;42
8;2;30
9;2;52
10;2;68
11;2;205
12;2;98
13;2;100
14;2;212
15;2;345
16;2;194
17;2;564
18;2;370
19;2;607
20;2;687
22;2;954
24;2;2491
26;2;1488
28;2;1479
30;2;2145
35;2;6510
40;2;11201
5;2;19
6;2;18
7;2;28
8;2;46
9;2;77
10;2;43
11;2;140
12;2;187
13;2;250
14;2;467
15;2;641
16;2;348
17;2;394
18;2;457
19;2;670
20;2;547
22;2;469
24;2;999
26;2;1018
28;2;1009
30;2;1989
35;2;8470
40;2;7521
5;2;14
6;2;16
7;2;30
8;2;53
9;2;26
10;2;79
11;2;73
12;2;329
13;2;275
14;2;183
15;2;285
16;2;659
17;2;315
18;2;497
19;2;381
20;2;581
22;2;965
24;2;1495
26;2;873
28;2;1237
30;2;1597
35;2;4537
40;2;5241
5;2;9
6;2;19
7;2;21
8;2;43
9;2;67
10;2;85
11;2;160
12;2;214
13;2;200
14;2;218
15;2;212
16;2;226
17;2;406
18;2;275
19;2;841
20;2;469
22;2;2402
24;2;1148
26;2;1014
28;2;1734
30;2;1838
35;2;6074
40;2;5772
5;2;11
6;2;18
7;2;32
8;2;23
9;2;94
10;2;155
11;2;177
12;2;147
13;2;182
14;2;158
15;2;237
16;2;163
17;2;179
18;2;347
19;2;488
20;2;847
22;2;694
24;2;2188
26;2;1219
28;2;1477
30;2;3222
35;2;2993
40;2;4130
5;2;20
6;2;21
7;2;40
8;2;59
9;2;59
10;2;38
11;2;91
12;2;122
13;2;377
14;2;231
15;2;317
16;2;590
17;2;626
18;2;631
19;2;706
20;2;462
22;2;1100
24;2;3042
26;2;1546
28;2;1673
30;2;2398
35;2;5164
40;2;13768
5;2;12
6;2;11
7;2;94
8;2;50
9;2;77
10;2;54
11;2;54
12;2;135
13;2;114
14;2;202
15;2;617
16;2;171
17;2;742
18;2;433
19;2;384
20;2;844
22;2;361
24;2;984
26;2;3133
28;2;1198
30;2;1010
35;2;4255
40;2;7310
5;2;12
6;2;28
7;2;25
8;2;78
9;2;91
10;2;63
11;2;142
12;2;133
13;2;94
14;2;223
15;2;322
16;2;237
17;2;1440
18;2;339
19;2;881
20;2;896
22;2;474
24;2;3037
26;2;1434
28;2;3374
30;2;3294
35;2;2037
40;2;6358
5;2;12
6;2;25
7;2;18
8;2;26
9;2;89
10;2;78
11;2;77
12;2;187
13;2;110
14;2;257
15;2;199
16;2;223
17;2;416
18;2;1033
19;2;441
20;2;743
22;2;1237
24;2;1164
26;2;973
28;2;2033
